date,pH,electricalConductivity,organicMatter,nitrogen,phosphorus,potassium,calcium,magnesium,sulfur,zinc,iron,soilTexture,moistureContent,crop_type,yield_per_acre,image_paths
03/27/2025,6.2,1.20,3.8,32,15,32,1600,120,19,3.0,5.5,Loam,23.0,beans,990,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
03/28/2025,6.7,1.40,4.0,72,20,50,2200,165,28,4.5,6.0,Sandy Loam,24.5,maize,2600,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
03/28/2025,6.0,1.10,3.3,38,15,35,1650,125,20,3.2,5.8,Loam,21.0,beans,1050,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
03/28/2025,7.4,1.70,4.8,60,25,45,2300,180,30,4.8,7.5,Sandy Loam,26.5,maize,2350,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
03/28/2025,5.7,0.90,2.5,30,8,22,1300,90,14,2.5,5.2,Loam,17.0,beans,780,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
03/29/2025,6.9,1.60,4.2,78,22,50,2400,180,30,4.8,6.8,Sandy Loam,25.0,maize,2900,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
03/29/2025,6.1,1.15,3.5,35,14,32,1600,120,19,3.0,5.5,Loam,20.0,beans,1000,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
03/29/2025,6.6,1.40,3.8,65,18,40,1900,150,25,4.0,7.0,Sandy Loam,23.5,maize,2300,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
03/29/2025,7.2,1.50,4.5,40,20,45,2000,160,28,4.5,5.0,Loam,26.0,beans,1250,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
03/30/2025,5.9,1.05,2.7,40,10,28,1500,110,16,2.8,6.2,Sandy Loam,18.0,maize,1500,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
03/30/2025,6.8,1.35,3.9,32,18,38,1750,135,22,3.5,5.0,Loam,23.5,beans,1050,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
03/30/2025,6.4,1.20,3.1,50,12,30,1650,120,19,3.2,7.5,Sandy Loam,21.0,maize,1800,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
03/30/2025,5.8,1.00,2.8,30,10,25,1400,105,15,2.5,5.8,Loam,18.5,beans,820,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
03/31/2025,6.9,1.55,4.5,75,20,48,2200,170,30,4.5,6.5,Sandy Loam,24.0,maize,2700,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
03/31/2025,6.1,1.10,3.2,38,15,35,1700,130,20,3.0,5.5,Loam,22.0,beans,1000,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
03/31/2025,6.6,1.40,3.8,60,15,40,1950,150,25,4.0,7.0,Sandy Loam,23.5,maize,2200,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
03/31/2025,7.3,1.60,4.5,42,22,48,2000,165,28,4.5,5.0,Loam,27.0,beans,1300,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
04/01/2025,6.0,1.05,2.8,45,10,26,1500,110,16,2.8,6.8,Sandy Loam,18.0,maize,1650,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
04/01/2025,6.8,1.35,3.9,35,18,38,1700,130,22,3.5,5.2,Loam,23.0,beans,1100,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
04/01/2025,6.3,1.20,3.1,50,12,30,1650,120,19,3.0,7.0,Sandy Loam,20.5,maize,1800,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
04/01/2025,5.8,1.00,2.8,30,10,25,1400,105,15,2.5,6.0,Loam,17.5,beans,840,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
04/02/2025,6.9,1.55,4.5,75,20,48,2200,170,30,4.5,6.5,Sandy Loam,24.0,maize,2750,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
04/02/2025,6.1,1.10,3.2,38,15,35,1700,130,20,3.0,5.5,Loam,22.0,beans,1000,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
04/02/2025,6.6,1.40,3.8,60,15,40,1950,150,25,4.0,7.0,Sandy Loam,23.5,maize,2200,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
04/02/2025,7.3,1.60,4.5,42,22,48,2000,165,28,4.5,5.0,Loam,27.0,beans,1300,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
04/03/2025,6.0,1.05,2.8,45,10,26,1500,110,16,2.8,6.8,Sandy Loam,18.0,maize,1650,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
04/03/2025,6.8,1.35,3.9,35,18,38,1700,130,22,3.5,5.2,Loam,23.0,beans,1100,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
04/03/2025,6.3,1.20,3.1,50,12,30,1650,120,19,3.0,7.0,Sandy Loam,20.5,maize,1800,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
04/03/2025,5.8,1.00,2.8,30,10,25,1400,105,15,2.5,6.0,Loam,17.5,beans,840,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
04/04/2025,6.9,1.55,4.5,75,20,48,2200,170,30,4.5,6.5,Sandy Loam,24.0,maize,2750,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
04/04/2025,6.1,1.10,3.2,38,15,35,1700,130,20,3.0,5.5,Loam,22.0,beans,1000,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
04/04/2025,6.6,1.40,3.8,60,15,40,1950,150,25,4.0,7.0,Sandy Loam,23.5,maize,2200,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
04/04/2025,7.3,1.60,4.5,42,22,48,2000,165,28,4.5,5.0,Loam,27.0,beans,1300,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
04/05/2025,6.0,1.05,2.8,45,10,26,1500,110,16,2.8,6.8,Sandy Loam,18.0,maize,1650,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
04/05/2025,6.8,1.35,3.9,35,18,38,1700,130,22,3.5,5.2,Loam,23.0,beans,1100,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
04/05/2025,6.3,1.20,3.1,50,12,30,1650,120,19,3.0,7.0,Sandy Loam,20.5,maize,1800,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
04/05/2025,5.8,1.00,2.8,30,10,25,1400,105,15,2.5,6.0,Loam,17.5,beans,840,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
04/06/2025,6.9,1.55,4.5,75,20,48,2200,170,30,4.5,6.5,Sandy Loam,24.0,maize,2750,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
04/06/2025,6.1,1.10,3.2,38,15,35,1700,130,20,3.0,5.5,Loam,22.0,beans,1000,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
04/06/2025,6.6,1.40,3.8,60,15,40,1950,150,25,4.0,7.0,Sandy Loam,23.5,maize,2200,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
04/06/2025,7.3,1.60,4.5,42,22,48,2000,165,28,4.5,5.0,Loam,27.0,beans,1300,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
04/07/2025,6.0,1.05,2.8,45,10,26,1500,110,16,2.8,6.8,Sandy Loam,18.0,maize,1650,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
04/07/2025,6.8,1.35,3.9,35,18,38,1700,130,22,3.5,5.2,Loam,23.0,beans,1100,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
04/07/2025,6.3,1.20,3.1,50,12,30,1650,120,19,3.0,7.0,Sandy Loam,20.5,maize,1800,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
04/07/2025,5.8,1.00,2.8,30,10,25,1400,105,15,2.5,6.0,Loam,17.5,beans,840,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
04/08/2025,6.9,1.55,4.5,75,20,48,2200,170,30,4.5,6.5,Sandy Loam,24.0,maize,2750,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
04/08/2025,6.1,1.10,3.2,38,15,35,1700,130,20,3.0,5.5,Loam,22.0,beans,1000,"['data/images/beans_25_03_16_01.jpg','data/images/beans_25_03_16_02.jpg','data/images/beans_25_03_16_03.jpg','data/images/beans_25_03_16_04.jpg','data/images/beans_25_03_16_05.jpg','data/images/beans_25_03_16_06.jpg','data/images/beans_25_03_16_07.jpg','data/images/beans_25_03_16_08.jpg','data/images/beans_25_03_16_09.jpg']"
04/08/2025,6.6,1.40,3.8,60,15,40,1950,150,25,4.0,7.0,Sandy Loam,23.5,maize,2200,"['data/images/maize_25_03_15_01.png','data/images/maize_25_03_15_02.png','data/images/maize_25_03_15_03.png','data/images/maize_25_03_15_04.png','data/images/maize_25_03_15_05.png','data/images/maize_25_03_15_06.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_07.png','data/images/maize_25_03_15_08.png','data/images/maize_25_03_15_09.png','data/images/maize_25_03_15_10.png','data/images/maize_25_03_15_11.png','data/images/maize_25_03_15_12.png','data/images/maize_25_03_15_13.png','data/images/maize_25_03_15_14.png','data/images/maize_25_03_15_15.png','data/images/maize_25_03_15_16.png']"
